index,x,y,z,norm,lowpass_filter,threshold_filter,moving_average
2596,1.278503687,0.373495459,10.60631335,10.68961895550793,10.730917706677486,10.68961895550793,10.690283739604507
2597,1.31202251,0.380678064,10.72123503,10.807922993048045,10.725303910211444,10.807922993048045,10.725281279352002
2598,1.28329209,0.407014282,10.58476554,10.67004033501186,10.706088153582401,10.67004033501186,10.72346714633785
2599,1.261744275,0.445321509,10.60870756,10.692753899509446,10.682664323675139,10.692753899509446,10.72477387348003
2600,1.302445703,0.335188232,10.55364092,10.638987387361302,10.666937277892968,10.638987387361302,10.699864714087715
2601,1.28329209,0.316034619,10.54885251,10.631321919046396,10.666456088624953,10.631321919046396,10.68820530679541
2602,1.264138477,0.404620081,10.59913075,10.681916314715066,10.67988295238922,10.681916314715066,10.663003971128814
2603,1.357512341,0.363918652,10.64701478,10.739376158175075,10.698133966107566,10.739376158175075,10.676871135761456
2604,1.252167468,0.380678064,10.59194814,10.672497578204352,10.71124033173053,10.672497578204352,10.672819871500439
2605,1.357512341,0.409408484,10.72362924,10.816962565328653,10.714186295098465,10.816962565328653,10.708414907093907
2606,1.309628308,0.356736047,10.57279453,10.65956711531674,10.7106280157926,10.65956711531674,10.714063946347977
2607,1.24019646,0.363918652,10.58237134,10.66100873380767,10.711527005604003,10.66100873380767,10.709882430166498
2608,1.295263098,0.318428821,10.62307277,10.706483011885812,10.723342763353104,10.706483011885812,10.703303800908646
2609,1.295263098,0.208295544,10.70926403,10.789320163520157,10.740089160496796,10.789320163520157,10.726668317971805
2610,1.292868896,0.395043274,10.6757452,10.760999244768115,10.75142928611567,10.760999244768115,10.715475653859698
2611,1.249773267,0.430956299,10.6661684,10.747781393744209,10.753216113653778,10.747781393744209,10.733118509545193
2612,1.288080493,0.402225879,10.63983218,10.725062509503058,10.74700755837396,10.725062509503058,10.74592926468427
2613,1.285686292,0.380678064,10.68053361,10.764371938212982,10.734279544446867,10.764371938212982,10.757507049949705
2614,1.278503687,0.385466467,10.60152495,10.685293039515882,10.7149442638245,10.685293039515882,10.73670162514885
2615,1.376665955,0.390254871,10.59194814,10.68816510989818,10.68799844567886,10.68816510989818,10.722134798174862
2616,1.350329736,0.354341846,10.48181487,10.574374284500507,10.647952740459369,10.574374284500507,10.687453376326122
2617,1.25456167,0.407014282,10.62307277,10.704637344922089,10.581696909080492,10.704637344922089,10.683368343409928
2618,1.115697974,0.390254871,10.60870756,10.674350421788112,10.482398453855723,10.674350421788112,10.665364040124954
2619,1.264138477,0.385466467,10.44590184,10.529173554326508,10.383179967739798,10.529173554326508,10.634140143087079
2620,1.031900916,0.167594116,9.466673364,9.52422237606969,10.356080425546082,9.52422237606969,10.401351596321382
2621,1.25456167,0.318428821,10.58476554,10.663610243939344,10.433955820137706,10.663610243939344,10.419198788209147
2622,1.331176123,0.397437476,10.69250461,10.782376419539704,10.55918919331417,10.782376419539704,10.434746603132671
2623,1.278503687,0.354341846,10.68771621,10.769745011233832,10.650853074398762,10.769745011233832,10.453825521021816
2624,1.089361755,0.378283862,10.62546697,10.68786021821334,10.684104048039497,10.68786021821334,10.485562853799182
2625,1.295263098,0.383072266,10.45547865,10.54236617911865,10.68439949396439,10.54236617911865,10.689191614408973
2626,1.319205115,0.428562097,10.58237134,10.67288858669857,10.681453244137966,10.67288858669857,10.69104728296082
2627,1.249773267,0.316034619,10.62546697,10.703380747683196,10.683414127708886,10.703380747683196,10.675248148589517
2628,1.237802258,0.354341846,10.62307277,10.700812476183856,10.683174798069425,10.700812476183856,10.661461641579521
2629,1.35511814,0.366312854,10.57997714,10.672696311770764,10.674003278346493,10.672696311770764,10.658428860291007
2630,1.26892688,0.347159241,10.68053361,10.761249609582423,10.657288194266378,10.761249609582423,10.702205546383762
2631,1.302445703,0.378283862,10.43153663,10.519335528090382,10.645382780662016,10.519335528090382,10.671494934662125
2632,1.242590662,0.428562097,10.47702646,10.559156238441345,10.65179853967212,10.559156238441345,10.642650032813753
2633,1.26892688,0.430956299,10.66377419,10.747649916783876,10.671325196293148,10.747649916783876,10.652017520933757
2634,1.264138477,0.397437476,10.69011041,10.771929410015252,10.682235566999015,10.771929410015252,10.671864140582654
2635,1.292868896,0.351947644,10.58715974,10.671613209193739,10.6722080354777,10.671613209193739,10.653936860504919
2636,1.25456167,0.409408484,10.51054529,10.593068610357696,10.649297779572866,10.593068610357696,10.668683476958382
2637,1.235408057,0.378283862,10.62546697,10.70373206307553,10.629817966741196,10.70373206307553,10.697598641885218
2638,1.278503687,0.347159241,10.42435403,10.508199092092875,10.627900307853487,10.508199092092875,10.64970847694702
2639,1.273715283,0.375889661,10.58955394,10.672501876671841,10.650641842160882,10.672501876671841,10.629822970278337
2640,1.256955872,0.430956299,10.5249105,10.60845900349402,10.691184427543028,10.60845900349402,10.617192129138392
2641,1.352723938,0.399831677,10.83376251,10.925206521867326,10.7305998943285,10.925206521867326,10.683619711440318
2642,1.266532678,0.347159241,10.60152495,10.682553806488693,10.75517607760676,10.682553806488693,10.67938406012295
2643,1.244984863,0.328005627,10.64462058,10.722197642862321,10.766616802577238,10.722197642862321,10.722183770276839
2644,1.271321082,0.4333505,10.71644663,10.800290659191829,10.769941699967701,10.800290659191829,10.747741526780839
2645,1.367089148,0.371101257,10.72123503,10.814413042325759,10.764543984427867,10.814413042325759,10.788932334547187
2646,1.359906543,0.383072266,10.60391915,10.697625507859645,10.752078192931014,10.697625507859645,10.74341613174565
2647,1.290474695,0.344765039,10.64462058,10.728100258792866,10.738553430082664,10.728100258792866,10.752525422206483
2648,1.302445703,0.397437476,10.63264957,10.71949430873554,10.72571269537594,10.71949430873554,10.751984755381127
2649,1.316810913,0.378283862,10.68771621,10.775173662003889,10.70970400876659,10.775173662003889,10.746961355943538
2650,1.252167468,0.397437476,10.59434235,10.675484520350835,10.690024265487523,10.675484520350835,10.719175651548554
2651,1.237802258,0.380678064,10.57518873,10.654186355299016,10.674387220695218,10.654186355299016,10.710487821036429
2652,1.307234106,0.457292517,10.58476554,10.674981919926857,10.673140089720846,10.674981919926857,10.699864153263228
2653,1.13963999,0.59136781,10.5320931,10.610065045068245,10.69110852271291,10.610065045068245,10.67797830052977
2654,1.357512341,0.373495459,10.6757452,10.7681880643488,10.722440725358377,10.7681880643488,10.67658118099875
